event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
a23cb872-5667-486b-a52c-cdccfeae2fe4,3879775,1,1,00:00:00.000,0,0,35,Starting XI,1,233,Genoa,Regular Play,233,Genoa,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
0ba549a3-b265-428e-8249-8cd7f51d734c,3879775,2,1,00:00:00.000,0,0,35,Starting XI,1,233,Genoa,Regular Play,290,Empoli,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
626da7dc-7c24-4c31-9405-72e1fa2f5740,3879775,3,1,00:00:00.000,0,0,18,Half Start,1,233,Genoa,Regular Play,233,Genoa,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
3e32094e-91b2-414c-95df-4d994b835019,3879775,4,1,00:00:00.000,0,0,18,Half Start,1,233,Genoa,Regular Play,290,Empoli,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
42a69dd6-dada-4692-aff1-4e82e104eabb,3879775,5,1,00:00:00.328,0,0,30,Pass,2,233,Genoa,From Kick Off,233,Genoa,7022.0,Jesús Joaquín Fernández Sáez de la Torre,Right Center Forward,61.0,40.1,59.8,37.5,0.16,False,,,,,,,True,2.8635643,-2.003204,Ground Pass,Kick Off,7146.0,Goran Pandev,False,False,left_to_right,False,61.0,40.1,59.8,37.5,False,False,False,False
ceea05f1-955e-4d48-b846-96f4c6b8298d,3879775,6,1,00:00:00.488,0,0,42,Ball Receipt*,2,233,Genoa,From Kick Off,233,Genoa,7146.0,Goran Pandev,Left Center Forward,59.8,37.5,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,59.8,37.5,,,False,False,False,False
d5924244-7746-4287-9430-12e4f932ff2a,3879775,7,1,00:00:00.763,0,0,30,Pass,2,233,Genoa,From Kick Off,233,Genoa,7146.0,Goran Pandev,Left Center Forward,61.0,36.5,46.3,42.4,1.170259,False,,,,,,,True,15.839823,2.759914,Ground Pass,,7475.0,Tomás Eduardo Rincón Hernández,False,False,left_to_right,False,61.0,36.5,46.3,42.4,False,False,False,False
8c57f5a8-4b59-4605-bbb1-cb419db30f4f,3879775,8,1,00:00:01.933,0,1,42,Ball Receipt*,2,233,Genoa,From Kick Off,233,Genoa,7475.0,Tomás Eduardo Rincón Hernández,Center Defensive Midfield,46.3,42.4,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,46.3,42.4,,,False,False,False,False
48ed1825-6d02-475a-9d77-751fd810bacf,3879775,9,1,00:00:01.933,0,1,43,Carry,2,233,Genoa,From Kick Off,233,Genoa,7475.0,Tomás Eduardo Rincón Hernández,Center Defensive Midfield,46.3,42.4,46.3,43.1,0.71135503,False,,,,,,,False,,,,,,,False,False,left_to_right,False,46.3,42.4,46.3,43.1,False,False,False,False
5fba2309-08de-452c-9197-33667acebfd2,3879775,10,1,00:00:02.644,0,2,30,Pass,2,233,Genoa,From Kick Off,233,Genoa,7475.0,Tomás Eduardo Rincón Hernández,Center Defensive Midfield,46.3,43.1,55.2,80.0,2.874187,False,,,,,,Out,False,37.958134,1.3341242,Ground Pass,,7464.0,Cristian Daniel Ansaldi,False,False,left_to_right,False,46.3,43.1,55.2,80.0,False,False,False,True
efa45961-dcd1-4a68-8abe-bd09f777ac94,3879775,11,1,00:00:05.518,0,5,42,Ball Receipt*,2,233,Genoa,From Kick Off,233,Genoa,7464.0,Cristian Daniel Ansaldi,Right Wing Back,50.2,76.5,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,50.2,76.5,,,False,False,False,False
49324798-b393-4a61-a3e1-6f08d09ce3e1,3879775,12,1,00:00:14.448,0,14,30,Pass,3,290,Empoli,From Throw In,290,Empoli,40250.0,Marco Zambelli,Left Back,73.5,0.1,81.4,8.9,1.352256,False,,,,,,Incomplete,False,11.825819,0.8392383,High Pass,Throw-in,18028.0,Levan Mchedlidze,False,False,left_to_right,False,73.5,0.1,81.4,8.9,False,False,True,True
e993a556-cbbc-42f5-b043-a98520e7653a,3879775,13,1,00:00:15.800,0,15,42,Ball Receipt*,3,290,Empoli,From Throw In,290,Empoli,18028.0,Levan Mchedlidze,Right Center Forward,84.8,12.9,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,84.8,12.9,,,False,False,False,False
