event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
9c8757e2-46fb-4de9-8edf-6c1d144ae02f,3879870,1,1,00:00:00.000,0,0,35,Starting XI,1,224,Juventus,Regular Play,224,Juventus,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
41ab5eb6-89a2-46f4-a110-61f9c31ad88f,3879870,2,1,00:00:00.000,0,0,35,Starting XI,1,224,Juventus,Regular Play,234,Sampdoria,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
a3b7dfe2-4df0-42e7-a586-4282fbe5f1a9,3879870,3,1,00:00:00.000,0,0,18,Half Start,1,224,Juventus,Regular Play,234,Sampdoria,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
8cf25e04-672e-4fc9-8508-8553fbbf9b42,3879870,4,1,00:00:00.000,0,0,18,Half Start,1,224,Juventus,Regular Play,224,Juventus,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
1c41598e-1e18-45b3-add6-46554f58ca02,3879870,5,1,00:00:00.272,0,0,30,Pass,2,224,Juventus,From Kick Off,224,Juventus,5743.0,Paulo Bruno Exequiel Dybala,Right Center Forward,60.0,40.0,59.0,42.4,0.460035,False,,,,,,,True,2.6,1.9655875,Ground Pass,Kick Off,5472.0,Mario Mandžukić,False,False,left_to_right,False,60.0,40.0,59.0,42.4,False,False,False,False
a3de5303-936f-44b0-a509-ae9ca63b1576,3879870,6,1,00:00:00.732,0,0,42,Ball Receipt*,2,224,Juventus,From Kick Off,224,Juventus,5472.0,Mario Mandžukić,Left Center Forward,59.0,42.4,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,59.0,42.4,,,False,False,False,False
df0d45f4-0df2-4381-87b3-2437877e7b75,3879870,7,1,00:00:00.812,0,0,30,Pass,2,224,Juventus,From Kick Off,224,Juventus,5472.0,Mario Mandžukić,Left Center Forward,57.6,41.1,44.7,39.8,1.445646,False,,,,,,,True,12.965339,-3.0411565,Ground Pass,,25345.0,Anderson Hernanes de Carvalho Andrade,False,False,left_to_right,False,57.6,41.1,44.7,39.8,False,False,False,False
86ac5b95-811f-4fc7-ad18-b7dd05911187,3879870,8,1,00:00:02.257,0,2,42,Ball Receipt*,2,224,Juventus,From Kick Off,224,Juventus,25345.0,Anderson Hernanes de Carvalho Andrade,Center Defensive Midfield,44.7,39.8,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,44.7,39.8,,,False,False,False,False
df6db27d-58e2-4d18-9fac-caf0e601174e,3879870,9,1,00:00:03.362,0,3,30,Pass,2,224,Juventus,From Kick Off,224,Juventus,25345.0,Anderson Hernanes de Carvalho Andrade,Center Defensive Midfield,43.9,44.0,51.6,53.7,1.001997,False,,,,,,,True,12.384668,0.89983845,Ground Pass,,3579.0,Roberto Maximiliano Pereyra,False,False,left_to_right,False,43.9,44.0,51.6,53.7,False,False,False,False
a3288094-2a92-4eb6-9296-244b6d4a3dd8,3879870,10,1,00:00:04.364,0,4,42,Ball Receipt*,2,224,Juventus,From Kick Off,224,Juventus,3579.0,Roberto Maximiliano Pereyra,Right Center Midfield,51.6,53.7,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,51.6,53.7,,,False,False,False,False
bc7802b8-d0b7-4cc6-99ae-854a721d71a6,3879870,11,1,00:00:04.364,0,4,43,Carry,2,224,Juventus,From Kick Off,224,Juventus,3579.0,Roberto Maximiliano Pereyra,Right Center Midfield,51.6,53.7,48.8,55.6,1.089717,False,,,,,,,False,,,,,,,False,False,left_to_right,False,51.6,53.7,48.8,55.6,False,False,False,False
