event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
e3353f67-7e46-44dc-8941-5dac49d4d6c8,3829431,1,1,00:00:00.000,0,0,35,Starting XI,1,165,Lorient,Regular Play,165,Lorient,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
fe42d0e6-09c3-4894-b5e5-9592b56fcffb,3829431,2,1,00:00:00.000,0,0,35,Starting XI,1,165,Lorient,Regular Play,2736,Bastia,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
6aef6a93-bab8-490f-b9cb-3ea6a0ce5826,3829431,3,1,00:00:00.000,0,0,18,Half Start,1,165,Lorient,Regular Play,165,Lorient,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
745b2f31-b674-4fe3-bd81-9dc21aca88d9,3829431,4,1,00:00:00.000,0,0,18,Half Start,1,165,Lorient,Regular Play,2736,Bastia,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
46591d28-a17f-4952-be69-707de61c6138,3829431,5,1,00:00:00.667,0,0,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,17617.0,Christopher Maboulou,Left Center Midfield,61.0,40.1,58.6,38.7,0.597677,False,,,,,,,True,2.7784889,-2.6135182,Ground Pass,Kick Off,15689.0,Floyd Ayité,False,False,left_to_right,False,61.0,40.1,58.6,38.7,False,False,False,False
d0713d67-f012-4822-9856-b1b95ad8fc1f,3829431,6,1,00:00:01.265,0,1,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,15689.0,Floyd Ayité,Center Forward,58.6,38.7,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,58.6,38.7,,,False,False,False,False
44f0282a-7957-4c70-ad2a-32a8f92a4df3,3829431,7,1,00:00:01.265,0,1,43,Carry,2,2736,Bastia,From Kick Off,2736,Bastia,15689.0,Floyd Ayité,Center Forward,58.6,38.7,58.0,41.2,0.462096,False,,,,,,,False,,,,,,,False,False,left_to_right,False,58.6,38.7,58.0,41.2,False,False,False,False
666b6de4-fd35-45e8-bf85-cfa70c31cb59,3829431,8,1,00:00:01.727,0,1,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,15689.0,Floyd Ayité,Center Forward,58.0,41.2,43.8,41.5,1.235416,False,,,,,,,True,14.203169,3.120469,Ground Pass,,4350.0,Yannick Cahuzac,False,False,left_to_right,False,58.0,41.2,43.8,41.5,False,False,False,False
de3bcde3-1f15-4a91-a33e-0ab2bffd9421,3829431,9,1,00:00:02.963,0,2,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,4350.0,Yannick Cahuzac,Center Defensive Midfield,43.8,41.5,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,43.8,41.5,,,False,False,False,False
553378e6-3468-467a-9609-30e6defa5689,3829431,10,1,00:00:02.963,0,2,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,4350.0,Yannick Cahuzac,Center Defensive Midfield,44.3,38.2,42.4,13.0,1.96015,False,,,,,,,True,25.271526,-1.6460508,Ground Pass,,40528.0,Florian Marange,False,False,left_to_right,False,44.3,38.2,42.4,13.0,False,False,False,False
352356d3-ab4e-47bf-988d-cc63c24d1db5,3829431,11,1,00:00:04.923,0,4,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,42.4,13.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,42.4,13.0,,,False,False,False,False
36a9b72f-e8cd-4f7c-82b5-d2707c9be796,3829431,12,1,00:00:04.923,0,4,43,Carry,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,42.4,13.0,51.6,15.4,1.161884,False,,,,,,,False,,,,,,,False,False,left_to_right,False,42.4,13.0,51.6,15.4,False,False,False,False
952c8fed-7e5b-43d3-96a1-9d5083a3d5da,3829431,13,1,00:00:06.085,0,6,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,51.6,15.4,68.0,8.9,0.835939,False,,,,,,,True,17.641146,-0.37734848,Ground Pass,,7349.0,Gaël Danic,False,False,left_to_right,False,51.6,15.4,68.0,8.9,False,False,False,False
b44aa7d4-02e4-44bb-adf1-bebb56e6e861,3829431,14,1,00:00:06.921,0,6,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,7349.0,Gaël Danic,Left Midfield,68.0,8.9,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,68.0,8.9,,,False,False,False,False
d1943fea-f0ad-4dd9-903f-da45237e4c95,3829431,15,1,00:00:06.921,0,6,43,Carry,2,2736,Bastia,From Kick Off,2736,Bastia,7349.0,Gaël Danic,Left Midfield,68.0,8.9,67.5,9.9,0.719722,False,,,,,,,False,,,,,,,False,False,left_to_right,False,68.0,8.9,67.5,9.9,False,False,False,False
a2ee794f-879b-4afd-9a14-aead9eb3bf88,3829431,16,1,00:00:07.640,0,7,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,7349.0,Gaël Danic,Left Midfield,67.5,9.9,47.0,9.8,1.331524,False,,,,,,,True,20.500244,-3.1367147,Ground Pass,,40528.0,Florian Marange,False,False,left_to_right,False,67.5,9.9,47.0,9.8,False,False,False,False
8e53e27d-512a-4efe-ae93-f63ed6e0dd5c,3829431,17,1,00:00:08.972,0,8,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,47.0,9.8,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,47.0,9.8,,,False,False,False,False
a91d76d6-172f-4a84-9d81-1f6eb9933192,3829431,18,1,00:00:08.972,0,8,43,Carry,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,47.0,9.8,41.1,10.3,1.135871,False,,,,,,,False,,,,,,,False,False,left_to_right,False,47.0,9.8,41.1,10.3,False,False,False,False
743db393-107b-4bc2-a63b-df4d7e5fdddd,3829431,19,1,00:00:10.108,0,10,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,40528.0,Florian Marange,Left Back,41.1,10.3,29.7,20.0,1.444155,False,,,,,,,True,14.9683,2.4365895,Ground Pass,,401194.0,François Modesto,False,False,left_to_right,False,41.1,10.3,29.7,20.0,False,False,False,False
af034f16-23a6-4877-bee3-9f556409f024,3829431,20,1,00:00:11.552,0,11,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,401194.0,François Modesto,Left Center Back,29.7,20.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,29.7,20.0,,,False,False,False,False
eeedf839-9e79-4497-b8e1-a530c2bd0131,3829431,21,1,00:00:11.552,0,11,43,Carry,2,2736,Bastia,From Kick Off,2736,Bastia,401194.0,François Modesto,Left Center Back,29.7,20.0,35.5,28.2,6.816743,False,,,,,,,False,,,,,,,False,False,left_to_right,False,29.7,20.0,35.5,28.2,False,False,False,False
e9d3c75c-866b-42fe-af2f-889747e68cb5,3829431,22,1,00:00:18.369,0,18,30,Pass,2,2736,Bastia,From Kick Off,2736,Bastia,401194.0,François Modesto,Left Center Back,35.5,28.2,96.9,21.1,3.214214,False,,,,,,Incomplete,False,61.809143,-0.11512387,High Pass,,7349.0,Gaël Danic,False,False,left_to_right,False,35.5,28.2,96.9,21.1,False,True,True,True
2a323180-90a0-4c28-ac0d-80864b253700,3829431,23,1,00:00:21.583,0,21,42,Ball Receipt*,2,2736,Bastia,From Kick Off,2736,Bastia,7349.0,Gaël Danic,Left Midfield,92.2,21.1,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,92.2,21.1,,,False,False,False,False
f8d88a1d-83ed-466e-9aaa-cb1c53d4f237,3829431,24,1,00:00:21.583,0,21,30,Pass,3,165,Lorient,Regular Play,165,Lorient,6335.0,Lamine Gassama,Right Back,23.2,59.0,7.8,53.0,2.088146,False,,,,,,,True,16.527554,-2.7700748,Low Pass,Recovery,3008.0,Benjamin Lecomte,False,False,left_to_right,False,23.2,59.0,7.8,53.0,False,False,False,False
475ad532-1e5b-4152-b973-9c90701c2351,3829431,25,1,00:00:23.671,0,23,42,Ball Receipt*,3,165,Lorient,Regular Play,165,Lorient,3008.0,Benjamin Lecomte,Goalkeeper,7.8,53.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,7.8,53.0,,,False,False,False,False
6233880e-ef83-4855-abbf-00c9b2a966a4,3829431,26,1,00:00:28.572,0,28,30,Pass,3,165,Lorient,Regular Play,165,Lorient,3008.0,Benjamin Lecomte,Goalkeeper,11.0,38.6,11.7,52.0,2.100226,False,,,,,,,True,13.418271,1.518605,Ground Pass,,3140.0,François Bellugou,False,False,left_to_right,False,11.0,38.6,11.7,52.0,False,False,False,False
7e2d369f-4137-43cd-bfca-e11ef2b8dac6,3829431,27,1,00:00:30.673,0,30,42,Ball Receipt*,3,165,Lorient,Regular Play,165,Lorient,3140.0,François Bellugou,Right Center Back,11.7,52.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,11.7,52.0,,,False,False,False,False
e410c6a6-f81a-4bb4-b140-0646d7d5b765,3829431,28,1,00:00:31.041,0,31,30,Pass,3,165,Lorient,Regular Play,165,Lorient,3140.0,François Bellugou,Right Center Back,17.3,52.5,25.5,53.3,1.335491,False,,,,,,,True,8.238932,0.097253196,Ground Pass,,22587.0,Didier Ndong Ibrahim,False,False,left_to_right,False,17.3,52.5,25.5,53.3,False,False,False,False
62eecacb-a792-4f38-bfb9-8d6a37041828,3829431,29,1,00:00:32.377,0,32,42,Ball Receipt*,3,165,Lorient,Regular Play,165,Lorient,22587.0,Didier Ndong Ibrahim,Right Defensive Midfield,25.5,53.3,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,25.5,53.3,,,False,False,False,False
c629ec59-8dd2-48c0-a39a-d49ef4f4ab04,3829431,30,1,00:00:32.377,0,32,43,Carry,3,165,Lorient,Regular Play,165,Lorient,22587.0,Didier Ndong Ibrahim,Right Defensive Midfield,25.5,53.3,30.7,49.2,1.008825,False,,,,,,,False,,,,,,,False,False,left_to_right,False,25.5,53.3,30.7,49.2,False,False,False,False
2683845b-338e-46e8-984c-583c4f927009,3829431,31,1,00:00:33.386,0,33,30,Pass,3,165,Lorient,Regular Play,165,Lorient,22587.0,Didier Ndong Ibrahim,Right Defensive Midfield,30.7,49.2,26.5,21.8,2.074079,False,,,,,,,True,27.720028,-1.722897,Ground Pass,,3769.0,Wesley Lautoa,False,False,left_to_right,False,30.7,49.2,26.5,21.8,False,False,False,False
8001eaae-7560-4ed3-90f0-7786f3b133b8,3829431,32,1,00:00:35.460,0,35,42,Ball Receipt*,3,165,Lorient,Regular Play,165,Lorient,3769.0,Wesley Lautoa,Left Center Back,26.5,21.8,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,26.5,21.8,,,False,False,False,False
9731fc9d-cd5f-4e50-bb40-96f0b0ea87e3,3829431,33,1,00:00:35.460,0,35,43,Carry,3,165,Lorient,Regular Play,165,Lorient,3769.0,Wesley Lautoa,Left Center Back,26.5,21.8,32.0,18.7,0.799998,False,,,,,,,False,,,,,,,False,False,left_to_right,False,26.5,21.8,32.0,18.7,False,False,False,False
537e47c1-950d-458a-82f3-778515d9df56,3829431,34,1,00:00:36.260,0,36,30,Pass,3,165,Lorient,Regular Play,165,Lorient,3769.0,Wesley Lautoa,Left Center Back,32.0,18.7,39.2,3.6,1.228472,False,,,,,,,True,16.728718,-1.1258631,Ground Pass,,7199.0,Vincent Le Goff,False,False,left_to_right,False,32.0,18.7,39.2,3.6,False,False,False,False
f397ca0c-2fa4-46bf-9d99-cadf99af9977,3829431,35,1,00:00:37.488,0,37,42,Ball Receipt*,3,165,Lorient,Regular Play,165,Lorient,7199.0,Vincent Le Goff,Left Back,39.2,3.6,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,39.2,3.6,,,False,False,False,False
