event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
62532bb9-db71-4cbf-8c32-709b22f5e59e,3901217,1,1,00:00:00.000,0,0,35,Starting XI,1,133,Troyes,Regular Play,133,Troyes,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
07f63455-c944-4292-b14a-66dfab25229d,3901217,2,1,00:00:00.000,0,0,35,Starting XI,1,133,Troyes,Regular Play,156,Stade de Reims,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
8988788c-df1f-4657-8bf4-36e70e249731,3901217,3,1,00:00:00.000,0,0,18,Half Start,1,133,Troyes,Regular Play,156,Stade de Reims,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
af05b3d4-2b74-4031-82af-d45fbd61fcfd,3901217,4,1,00:00:00.000,0,0,18,Half Start,1,133,Troyes,Regular Play,133,Troyes,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
910d115f-966f-4927-ab54-99eaebe962cb,3901217,5,1,00:00:00.797,0,0,30,Pass,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,26775.0,Thievy Guivane Bifouma Koulossa,Center Forward,60.0,40.0,58.4,41.9,0.795988,False,,,,,,,True,2.4839485,2.2706892,Ground Pass,Kick Off,4545.0,Prince Oniangué,False,False,left_to_right,False,60.0,40.0,58.4,41.9,False,False,False,False
84e3e6b6-0670-4bd9-af01-7b3dbdf73a70,3901217,6,1,00:00:01.593,0,1,42,Ball Receipt*,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,4545.0,Prince Oniangué,Right Defensive Midfield,58.4,41.9,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,58.4,41.9,,,False,False,False,False
37d7fbf4-ea0b-4baa-9217-2abfdb4064b7,3901217,7,1,00:00:01.634,0,1,30,Pass,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,4545.0,Prince Oniangué,Right Defensive Midfield,58.0,42.2,31.7,24.8,1.776479,False,,,,,,,True,31.5349,-2.5571082,Ground Pass,,7435.0,Anthony Weber,False,False,left_to_right,False,58.0,42.2,31.7,24.8,False,False,False,False
fa88112e-9127-419a-b46b-ff4d61e49bbf,3901217,8,1,00:00:03.410,0,3,42,Ball Receipt*,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,7435.0,Anthony Weber,Left Center Back,31.7,24.8,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,31.7,24.8,,,False,False,False,False
ccbb0e36-aa54-4360-82fc-20430fa55600,3901217,9,1,00:00:03.410,0,3,43,Carry,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,7435.0,Anthony Weber,Left Center Back,31.7,24.8,35.7,26.1,1.195475,False,,,,,,,False,,,,,,,False,False,left_to_right,False,31.7,24.8,35.7,26.1,False,False,False,False
f95f5279-ffe0-49e8-8a92-7b5b88479add,3901217,10,1,00:00:04.606,0,4,30,Pass,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,7435.0,Anthony Weber,Left Center Back,35.7,26.1,80.6,3.0,2.951831,False,,,,,,,True,50.493763,-0.4751617,High Pass,,4383.0,Nicolas de Roussel de Préville,False,False,left_to_right,False,35.7,26.1,80.6,3.0,False,True,True,False
9b91956d-6d77-4561-984e-69543723c08a,3901217,11,1,00:00:07.557,0,7,42,Ball Receipt*,2,156,Stade de Reims,From Kick Off,156,Stade de Reims,4383.0,Nicolas de Roussel de Préville,Left Wing,80.6,3.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,80.6,3.0,,,False,False,False,False
f01327f5-770a-49ca-a607-6bbf620cb8f9,3901217,12,1,00:00:07.557,0,7,4,Duel,2,156,Stade de Reims,From Kick Off,133,Troyes,4413.0,Aloïs Confais,Right Back,40.1,77.1,,,0.0,True,,,,,,,False,,,,,,,False,False,left_to_right,False,40.1,77.1,,,False,False,False,False
