event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
f25033b6-f5fa-4926-9ce8-6f4c77773a1b,3825574,1,1,00:00:00.000,0,0,35,Starting XI,1,209,Celta Vigo,Regular Play,209,Celta Vigo,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
bf60c85e-5a11-44c6-aa76-e90115bd1331,3825574,2,1,00:00:00.000,0,0,35,Starting XI,1,209,Celta Vigo,Regular Play,360,Rayo Vallecano,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
5c6f196c-ec4d-44c5-bddf-7408af5cddf2,3825574,3,1,00:00:00.000,0,0,18,Half Start,1,209,Celta Vigo,Regular Play,209,Celta Vigo,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
68a9f081-425b-4b2a-ad12-345db5a73d27,3825574,4,1,00:00:00.000,0,0,18,Half Start,1,209,Celta Vigo,Regular Play,360,Rayo Vallecano,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
5540b0d6-e8ba-4b30-bb98-14d0270b55a1,3825574,5,1,00:00:00.547,0,0,30,Pass,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,6801.0,Pedro Pablo Hernández,Left Center Midfield,60.0,40.0,59.6,38.1,0.739443,False,,,,,,,True,1.9416488,-1.7782925,Ground Pass,Kick Off,5217.0,Iago Aspas Juncal,False,False,left_to_right,False,60.0,40.0,59.6,38.1,False,False,False,False
bd066506-1b59-434d-8eb1-b2b101736465,3825574,6,1,00:00:01.286,0,1,42,Ball Receipt*,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,5217.0,Iago Aspas Juncal,Center Forward,59.6,38.1,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,59.6,38.1,,,False,False,False,False
6194beac-7136-4e64-9182-a4194915279f,3825574,7,1,00:00:01.292,0,1,30,Pass,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,5217.0,Iago Aspas Juncal,Center Forward,59.5,37.7,46.1,38.5,1.12381,False,,,,,,,True,13.42386,3.0819619,Ground Pass,,19668.0,Augusto Matías Fernández,False,False,left_to_right,False,59.5,37.7,46.1,38.5,False,False,False,False
331ff495-e03d-4084-9b78-f590b9075aa6,3825574,8,1,00:00:02.416,0,2,42,Ball Receipt*,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,19668.0,Augusto Matías Fernández,Center Defensive Midfield,46.1,38.5,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,46.1,38.5,,,False,False,False,False
8016f90b-a734-4286-a870-9d0930bba7e0,3825574,9,1,00:00:03.028,0,3,30,Pass,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,19668.0,Augusto Matías Fernández,Center Defensive Midfield,45.7,38.7,27.2,30.1,1.535943,False,,,,,,,True,20.401226,-2.7064462,Ground Pass,,6890.0,Andreu Fontàs Prat,False,False,left_to_right,False,45.7,38.7,27.2,30.1,False,False,False,False
cb09b016-a09b-44da-907b-5d97c9cd68d7,3825574,10,1,00:00:04.564,0,4,42,Ball Receipt*,2,209,Celta Vigo,From Kick Off,209,Celta Vigo,6890.0,Andreu Fontàs Prat,Left Center Back,27.2,30.1,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,27.2,30.1,,,False,False,False,False
