event_uuid,match_id,event_index,period,timestamp,minute,second,event_type_id,event_type,possession,possession_team_id,possession_team_name,play_pattern,team_id,team_name,player_id,player_name,position,x,y,end_x,end_y,duration,under_pressure,shot_xg,shot_outcome,shot_body_part,shot_technique,shot_type,pass_outcome,pass_complete,pass_length,pass_angle,pass_height,pass_type,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_goal_assist,attack_direction_inferred,coordinates_flipped,norm_x,norm_y,norm_end_x,norm_end_y,carry_progressive,pass_progressive,pass_into_final_third,is_turnover
ec5cfb18-0e2c-45e2-8b07-3da6d8e16294,3825684,1,1,00:00:00.000,0,0,35,Starting XI,1,222,Villarreal,Regular Play,222,Villarreal,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
e7326a46-8435-417e-8859-bead89422755,3825684,2,1,00:00:00.000,0,0,35,Starting XI,1,222,Villarreal,Regular Play,360,Rayo Vallecano,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
6d351102-8707-4d18-a0cb-0fe70bb3cc25,3825684,3,1,00:00:00.000,0,0,18,Half Start,1,222,Villarreal,Regular Play,360,Rayo Vallecano,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
b59f8a8b-5689-4b48-99d7-147cb1383030,3825684,4,1,00:00:00.000,0,0,18,Half Start,1,222,Villarreal,Regular Play,222,Villarreal,,,,,,,,0.0,False,,,,,,,False,,,,,,,False,False,left_to_right,False,,,,,False,False,False,False
191c18c8-ed76-460b-9e90-6a86dc39c4c9,3825684,5,1,00:00:00.138,0,0,30,Pass,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,11542.0,Javier Guerra Rodríguez,Center Forward,60.0,40.0,49.5,35.0,0.730262,False,,,,,,,True,11.6297035,-2.6971734,Ground Pass,Kick Off,26607.0,José Raúl Baena Urdiales,False,False,left_to_right,False,60.0,40.0,49.5,35.0,False,False,False,False
c6232cf2-94dc-461e-bf9d-2ae340709000,3825684,6,1,00:00:00.868,0,0,42,Ball Receipt*,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,26607.0,José Raúl Baena Urdiales,Left Defensive Midfield,49.5,35.0,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,49.5,35.0,,,False,False,False,False
14565850-1ae0-4c7a-9f27-e9aa6d91a20a,3825684,7,1,00:00:00.868,0,0,43,Carry,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,26607.0,José Raúl Baena Urdiales,Left Defensive Midfield,49.5,35.0,48.4,35.1,0.875258,False,,,,,,,False,,,,,,,False,False,left_to_right,False,49.5,35.0,48.4,35.1,False,False,False,False
0c2e60f8-9e36-464b-8607-8ca38eac812b,3825684,8,1,00:00:01.743,0,1,30,Pass,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,26607.0,José Raúl Baena Urdiales,Left Defensive Midfield,48.4,35.1,35.0,18.5,1.479061,False,,,,,,,True,21.333542,-2.2499297,Ground Pass,,26222.0,José Eduardo Rosa Vale de Castro,False,False,left_to_right,False,48.4,35.1,35.0,18.5,False,False,False,False
4256c8fe-bb2f-4c4d-93c3-e33d9e2732f1,3825684,9,1,00:00:03.222,0,3,42,Ball Receipt*,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,26222.0,José Eduardo Rosa Vale de Castro,Left Center Back,35.0,18.5,,,,False,,,,,,,False,,,,,,,False,False,left_to_right,False,35.0,18.5,,,False,False,False,False
afd84c2f-befb-496c-834f-e75a583eb66e,3825684,10,1,00:00:03.222,0,3,43,Carry,2,360,Rayo Vallecano,From Kick Off,360,Rayo Vallecano,26222.0,José Eduardo Rosa Vale de Castro,Left Center Back,35.0,18.5,35.0,19.1,0.340771,False,,,,,,,False,,,,,,,False,False,left_to_right,False,35.0,18.5,35.0,19.1,False,False,False,False
